Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Lakeside Centre,http://lakesidecaravanandcamping.com,353720000000,-8.172354,54.49725,Donegal,Ballyshannon,Ireland,"Kayaking,Activity Operator,Adventure Park"
Thai House Restaurant,http://www.thaihouse.ie,+353(0)12847304,-6.103244,53.276706,Dublin,Dalkey,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Texas Steakout,https://texassteakout.ie,35361410350,-8.6281603,52.6627708,Limerick,,Ireland,"Food and Drink,Restaurant"
Carrigaholt Sea Angling Centre,http://www.fishandstay.com,353659000000,-9.7213364,52.592001,Clare,Carrigaholt,Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Moyvalley Golf Club,https://www.moyvalley.com/golf.html,353470000000,-6.922388892,53.41336327,Kildare,Moyvalley,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Thornton's Restaurant,http://www.thorntonsrestaurant.com,+353(0)14787008,-6.261306,53.339442,Dublin,,Ireland,"Food and Drink,Restaurant,Vegetarian"
The Spa at Farnham Estate,https://www.farnhamestate.ie/spa-resort.html,353494000000,-7.398589,53.993189,Cavan,,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Food and Drink,Restaurant,Activity Operator"
The Mills Inn,http://www.millsinn.ie,3532645237,-9.170738,51.945668,Cork,Ballyvourney,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Olesya's Wine Bar & Bistro,http://twitter.com/olesyaswinebar,+353(0)16724087,-6.263265325,53.34298295,Dublin,Dublin City,Ireland,"Food and Drink,Restaurant"
East Village,http://www.eastvillage.ie,353214000000,-8.434174,51.877749,Cork,Douglas,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Derryaun Crafts,http://www.derryauncrafts.com,+35386 353 7129,-9.5998964,53.702774,Mayo,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Coach House Hotel Restaurant,http://www.coachhousesligo.com,353719000000,-8.513276,54.088958,Sligo,Ballymote,Ireland,"Stay and Spend,Food and Drink,Restaurant,Vegetarian"
Slieve League Donegal Walking Day Tour-Hidden Dublin Walks and Tours,http://twitter.com/Hiddendublin,+353(0)852088117,-6.27811,53.3455,Dublin,Dublin,Ireland,"Activity Operator,Tour"
Faithlegg House Hotel & Golf Club,https://www.faithlegggolfclub.com,35351380587,-7.025256,52.2581,Waterford,Faithlegg,Republic of Ireland,"Golf Course,Stay and Spend,Golf,Activity Operator"
The Castle Inn,https://www.facebook.com/castle.inn.7,35312819232,-6.0646624,53.0714587,Wicklow,Newcastle,Ireland,"Food and Drink,Restaurant"
The Coffee Shop,https://www.facebook.com/thecoffeeshopwicklow/,35340468194,-6.0436499,52.9808326,Wicklow,,Ireland,"Food and Drink,Restaurant,Cafe"
Geary's Bar,https://www.facebook.com/goughspub,3536321002,-8.6830658,52.354765,Cork,Charleville,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Clubs 4 Hire Ireland,http://www.clubs4hire.com,35315252038,-6.353190059,53.30661446,Dublin,,Republic of Ireland,"Transport,Golf,Activity Operator,Coach,Road"
Kidzone,http://www.kidzoneireland.ie,+353(0)539481218,-6.308904,52.665128,Wexford,Gorey,Republic of Ireland,"Fitness and Leisure,Venue,Cafe,Food and Drink"
Boland Craft Gift Shop,http://www.facebook.com/Boland-Craft-Gift-Shop-143758849124010/?fref=ts,353215000000,-8.5223462,51.7058143,Cork,Kinsale,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Day Tours by Coach with Keating Coaches,http://www.limericktours.com,+353(0)868116258,-8.863027231,52.47425702,Limerick,Ballingarry,Republic of Ireland,"Activity Operator,Tour"
Galway Equestrian Centre,https://www.facebook.com/GalwayEquestrian.Centre/,353862000000,-8.8281778,53.3314232,Galway,Athenry,Ireland,"Horse Riding,Equestrian,Activity Operator"
Aura Drogheda Leisure Centre,http://www.auraleisure.ie/drogheda,+353(0)419874478,-6.374773,53.712987,Louth,Drogheda,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Activity Operator,Fitness and Leisure,Swimming Pool,Sports Venues"
O'Halloran's,,353667000000,-9.700068,52.269113,Kerry,Tralee,Republic of Ireland,"Cycling,Bike Rental"
Sciúird Archaeology Tours,http://www.ancientdingle.com,+353(0)669151606,-10.271099,52.139661,Kerry,Dingle,Republic of Ireland,"Activity Operator,Tour"
Letterkenny Karting Centre,http://www.lkactivitycentre.com/karting,353749000000,-7.674309,54.984026,Donegal,Letterkenny,Republic of Ireland,"Covid Safety Charter,Zip Lining,Activity Operator"
The Hole In The Wall Dublin,https://www.facebook.com/pages/The-Hole-In-The-Wall/272815390949,35318389491,-6.323574,53.366163,Dublin,Phoenix Park,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Cúrtrekkers,http://curtrekkers.org,+353(0)838900377,-6.361135924,53.3795961,Dublin,Castleknock,Ireland,"Activity Operator,Tour"
Suirway Bus and Coach Service,http://suirway.com/,+353(0)51382209,-6.981281,52.238676,Waterford,Passage East,Republic of Ireland,"Covid Safety Charter,Transport,Coach,Road"
My Ireland Tour-7 Day Castles and Backroads Tour,https://myirelandtour.com/tours/2020/castles-and-backroads-tour.php,+353(0)214376600,-7.249296898,52.65046658,Dublin,Dublin City Centre,Republic of Ireland,"Activity Operator,Tour"
Kilmaine - Killernan loop,http://www.irishtrails.ie/Trail/Kilmaine---Killernan-loop/632/,,-9.1227567,53.5811547,Mayo,Kilmaine,Ireland,Walking
The Cellar,https://www.theross.ie/eat-drink/the-cellar,353647000000,-9.507685,52.057955,Kerry,Killarney,Ireland,"Food and Drink,Restaurant"
Baltinglass Golf Club,http://www.baltinglassgolfclub.ie,353596000000,-6.7173159,52.9449153,Wicklow,Baltinglass,Ireland,"Golf Course,Golf,Activity Operator"
Ballyhoura - Ballyhourigan Woods Loop,http://www.irishtrails.ie,,-8.399284776,52.65491209,Limerick,Murroe,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
7 Day World Tour of Ireland - Vagabond Tours of Ireland,http://twitter.com/vagabondireland,+353(0)14428559,-6.260205158,53.34930563,Wicklow,,Ireland,"Activity Operator,Tour"
Designer Mart at Cow's Lane,https://www.iomst.ie/market/cows-lane-fashion-and-design-market,35316772255,-6.268711,53.3441486,Dublin,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Dicey Reilly's Pub,http://www.diceys.com,353720000000,-8.1895181,54.502837,Donegal,Ballyshannon,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Ardmore Diving,http://www.waider.ie/diving,3535846577,-7.725329,51.9510741,Waterford,Ardmore,Ireland,Activity Operator
Asana School of English,http://www.asanaireland.com,353669000000,-10.212643,51.950922,Kerry,Cahersiveen,Republic of Ireland,"Covid Safety Charter,Learning"
The Potter's Yard- Patricia Howard Pottery,http://www.thepottersyard.com,35351563377,-6.6145021,52.228899,Wexford,Rathangan,Ireland,"Craft,Shopping,Learning,Activity Operator,Food Shops"
Des Carty Traditional Music School,http://www.descartymusicschool.ie/,+353(0)4520611,-6.365483477,53.27638733,Dublin,Rathcoole,Republic of Ireland,"Learning,Activity Operator,Venue,Music"
YourWay Ireland,http://yourwayireland.com,+353(0)877042893,-6.326002,53.7226,Louth,Newtown,Ireland,"Activity Operator,Tour"
The Putting Green Café,https://www.facebook.com/The-Putting-Green-Caf%C3%A9-140359492700283/,353749000000,-7.035912,55.189149,Donegal,Moville,Republic of Ireland,"Food and Drink,Restaurant,Cafe"
Hidden Ireland Tours,http://www.hiddenirelandtours.com,+353(0)872214002,-9.635924429,52.02415529,Kerry,Killarney,Republic of Ireland,"Climbing,Activity Operator,Cycling,Kayaking,Walking"
True North Bike Tours,https://truenorthtours.ie/,+353(0)863820969,-7.736715873,54.9511565,Donegal,Breenagh,Ireland,"Activity Operator,Day Tour,Tour"
Garvey's Bar and Restaurant,http://www.garveysinn.com,35391562224,-9.0477452,53.2743153,Galway,Galway City,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
EF International Language Schools,http://www.ef-italia.it/pg/corsi-di-lingua/inglese/irlanda/,+353(0)16114220,-6.252871,53.334932,Dublin,Dublin City Centre,Republic of Ireland,Learning
Galway City Tours - Boat Tours,http://galwaycitytours.ie,+353(0)871005616,-9.045984672,53.27515854,Galway,Galway City,Ireland,"Fishing,Angling,Sailing,Activity Operator,Walking,Boat,Tour"
Walter’s Way Tours,http://www.walterswaytours.com,+353(0)868197188,-9.50029418,52.05140049,Kerry,Killarney,Ireland,"Activity Operator,Tour"
Angsana Spa at The Brehon,https://www.thebrehon.com/en/angsana-spa-killarney/,353647000000,-9.5044579,52.0459256,Kerry,Killarney,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Motability Ireland Limited,http://www.motabilityireland.com,+353(0)18359173,-6.415143,53.518281,Meath,Ashbourne,Republic of Ireland,"Transport,Coach,Road"
Traditional Irish Night,http://www.shannonheritage.com,35361360788,-8.8119226,52.6995682,Clare,Bunratty,Ireland,"Restaurant,Traditionally Irish,Food and Drink"
Mitchelstown Golf Club,http://www.mitchelstown-golf.com,3532524072,-8.2852926,52.286942,Cork,Mitchelstown,Ireland,"Golf Course,Golf,Activity Operator"
O'Connor's Famous Pub,http://www.oconnorsbar.com,35391523468,-9.0745755,53.2612024,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Owen Traynor Bar & Grocery,https://facebook.com/Owen-Traynor-125291630874060,353499000000,-7.1631899,53.7695041,Meath,Oldcastle,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Bunk Campers Motorhome and Campervan Hire,http://www.bunkcampers.com/en/campervan-hire-locations/ireland/,+44(0)2890813057,-6.238580284,53.41085538,Dublin,,Republic of Ireland,"Transport,Coach,Road"
Ralph Smyth Tours,https://rsmythtours.wixsite.com/walkingtours,,-6.267449858,53.34270034,Dublin,Dublin City,Ireland,"Covid Safety Charter,Walking,Activity Operator,Tour"
The Brick Oven,http://www.thebrickovenbantry.com,3532752501,-9.454937,51.6803246,Cork,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Seafood"
Kilkenny Group Shop in Cashel,https://www.kilkennyshop.com/,3536265904,-7.888287,52.51678,Tipperary,Cashel,Republic of Ireland,"Covid Safety Charter,Craft,Shopping,Shopping Centres and Department Store,Food Shops"
City Kayaking,https://citykayaking.com,353859000000,-6.24592,53.347758,Dublin,,Ireland,"Kayaking,Activity Operator,Venue,Music,Boat,Tour"
Ireland Chauffeur Travel Tours,http://www.irelandchauffeurtravel.com,+353(0)6267051,-7.888292164,52.51676897,Tipperary,Cashel,Republic of Ireland,"Covid Safety Charter,Activity Operator,Tour"
Go Trekking,http://www.gotrekking.ie,353873000000,-9.541186,53.799244,Mayo,Westport,Ireland,"Horse Riding,Equestrian,Activity Operator,Venue,Sports Venues"
Cumann na mBád,https://www.facebook.com/CumannNamBad,353750000000,-8.4986109,54.980766,Donegal,,Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Sailing,Surfing"
Windmill Restaurant,https://www.tullamorecourthotel.ie/dine/restaurant,353579000000,-7.4921014,53.2701277,Offaly,Tullamore,Ireland,"Food and Drink,Restaurant"
McGourty's Bar,https://www.mcgourtysbar.com,353950000000,-8.487258297,53.76617848,Roscommon,Castlerea,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Connolly's Bar,http://www.facebook.com/connollys.bar,35391637131,-8.936346,53.139083,Galway,Kinvara,Republic of Ireland,"Food and Drink,Pubs and Bar"
Donoghues Coaches,http://www.donoghuescoaches.ie/,+353(0)469242091,-6.945999079,53.81185726,Cavan,Mullagh,Republic of Ireland,"Transport,Coach,Road"
Carlo Restaurant,http://www.cafecarlo.net/,+353(0)18880856,-6.260934,53.350157,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant"
Tidal Zone Walking Tours,http://mobilemarinescientist.com,+353(0)834006484,-9.589106414,51.87321935,Kerry,Kenmare,Ireland,"Walking,Activity Operator,Tour"
Skerries Mills Farmers Market,https://www.facebook.com/skerriesmillsmarket,35318495208,-6.1101462,53.5743336,Dublin,Skerries,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Alpha College of English,http://www.alphacollege.com,+353(0)18747024,-6.261824017,53.35520832,Dublin,,Republic of Ireland,Learning
Fairview Park,,+353(0)18336262,-6.23555,53.3629,Dublin,Fairview,Republic of Ireland,"Walking,Public Park,Nature and Wildlife"
The Grand Canal,http://www.waterwaysireland.org,+353(0)18680148,-7.498425816,53.27280166,Offaly,,Republic of Ireland,"Fishing,Angling"
Ballyhaunis Golf Club,https://www.facebook.com/ballyhaunisgolfclub/,353950000000,-8.7683674,53.7942932,Mayo,Ballyhaunis,Ireland,"Golf Course,Golf,Activity Operator"
Porters Restaurant,http://www.radissonblu.ie/hotel-limerick,35361456200,-8.709855,52.684227,Limerick,,Ireland,"Food and Drink,Restaurant,Seafood"
Eden Hill Language & Equestrian Centre,http://www.edenhillireland.com,3532221143,-8.7013971,52.1351262,Cork,Mallow,Ireland,"Horse Riding,Equestrian,Learning"
Calliaghstown Equestrian Centre,https://www.calliaghstownequestriancentre.ie,35314588322,-6.5061647,53.2496301,Dublin,Rathcoole,Ireland,"Horse Riding,Equestrian,Activity Operator"
Deane's Equestrian Centre,www.deanesfarm.ie,353750000000,-8.37359,54.639173,Donegal,,Ireland,"Horse Riding,Equestrian,Activity Operator,Food Shops,Shopping"
Wexford Kayak Safari,http://wexfordkayaksafari.com,353877000000,-6.5631264,52.4542442,Wexford,,Ireland,"Kayaking,Activity Operator"
Irish Education Partners,http://www.iepartners.ie,+353(0)18550019,-6.253597,53.349898,Dublin,,Republic of Ireland,"Activity Operator,Tour"
Waterville Golf Links,http://www.watervillegolflinks.ie,353669000000,-10.1953672,51.8391104,Kerry,Waterville,Ireland,"Golf Course,Golf,Activity Operator"
Walking Tours of Galway City,http://www.galwaywalkingtours.com,+353(0)872903499,-9.04947255,53.27217881,Galway,Galway City,Republic of Ireland,"Walking,Activity Operator,Tour"
Fantastic Flavours Ice Cream Parlour,http://fantasticflavours.ie,353861000000,-7.847864,51.9533661,Cork,Youghal,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
New Forest Golf Club,http://www.newforest.ie,353449000000,-7.4314758,53.3887045,Westmeath,Tyrrellspass,Ireland,"Golf Course,Golf"
Knockeen Dolmen,https://www.prehistoricwaterford.com/products/knockeen-dolmen,,-7.1591277,52.2075465,Waterford,,Ireland,
John Shaws Pub,http://www.facebook.com/Shaws-Of-Summerhill-1791039907884628,353470000000,-6.7328073,53.4822864,Meath,Summerhill,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Garrettstown Surf School and Coasteering,http://www.surfgtown.com,353879000000,-8.584074443,51.64431412,Cork,Kinsale,Ireland,"Surfing,Activity Operator"
La Bucca Restaurant,http://www.facebook.com/labucca,35318357763,-6.3981451,53.5120333,Meath,Ashbourne,Ireland,"Food and Drink,Restaurant"
Castletownbere Market,http://www.westcorkmarkets.com,353217000000,-9.909748231,51.65134768,Cork,Castletownbere,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Leeside Leisure- The Metropole Hotel Cork,https://www.themetropolehotel.ie/leeside-leisure/,+353(0)214643760,-8.467765,51.901253,Cork,Cork City,Republic of Ireland,"Fitness and Leisure,Venue,Food Shops,Shopping"
Royal Tara Gift Centre,http://www.royal-tara.com,35391705602,-9.019968,53.285275,Galway,Galway City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Wild Atlantic Outdoors,http://wildatlanticoutdoors.com,353834000000,-8.8799262,54.2495094,Sligo,Dromore West,Ireland,"Climbing,Activity Operator,Kayaking"
The Library Bar,https://www.kinnittycastlehotel.com/library-bar.html,353579000000,-7.6975013,53.1026067,Offaly,Birr,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
O’Neills The Point Seafood Bar,https://www.oneillsthepoint.ie,353669000000,-10.2773007,51.9292209,Kerry,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Jp's Steakhouse,http://www.jpssteakhouse.ie,3534490000000,-7.3460219,53.5246905,Westmeath,Mullingar,Ireland,"Food and Drink,Restaurant"
The Spinnaker Bar,https://www.thespinnaker.ie,35351383133,-6.995363,52.155848,Waterford,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Kenneally Coaches,,+353(0)51872777,-7.045484,52.230989,Waterford,Waterford City,Republic of Ireland,"Transport,Coach,Road"
Maxim House Restaurant,https://www.maximhouse.ie,35351875820,-7.116202,52.2625017,Waterford,,Ireland,"Food and Drink,Restaurant"
Ballyhoura - Blackrock Loop,http://visitballyhoura.com/index.php/2012/03/12/blackrock-loop-walk/,+353(0)6391300,-8.508325203,52.32037928,Limerick,Ballyhoura,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
El Bahia Moroccan Restaurant,http://www.elbahia.com,+353(0)16770213,-6.260771,53.342803,Dublin,,Republic of Ireland,"Food and Drink,Restaurant"
Oakpark Loop,http://www.irishtrails.ie/Trail/Oak-Park-loop/67/,,-6.926196257,52.8350245,Carlow,,Ireland,"Bird Watching,Nature and Wildlife,Walking,Forest Park,Park and Forest Walk"
Extreme Time-off,http://time-off.ie,353868000000,-6.266150636,53.33063615,Dublin,Harolds Cross,Ireland,"Kayaking,Activity Operator,Boat,Tour,Food Shops,Shopping"
Peter Power - Deep Sea Angling,http://www.bayangling.freeservers.com,353873000000,-8.449570011,54.46554019,Sligo,Mullaghmore,Republic of Ireland,"Covid Safety Charter,Fishing,Angling,Activity Operator,Boat,Tour"
Boyne Valley Activities,http://www.boynevalleyactivities.ie,353867000000,-6.795954829,53.55544438,Meath,Trim,Ireland,"Covid Safety Charter,Kayaking,Activity Operator,Venue,Sports Venues"
Midland Cycling Tours,http://facebook.com/MidlandCyclingTours/,+353(0)449331596,-7.361652614,53.51648623,Westmeath,Mullingar,Ireland,"Covid Safety Charter,Cycling,Activity Operator,Bike Rental,Tour"
Kealys Seafood Bar,http://www.kealysseafoodbar.ie,353749000000,-6.9815,55.2035,Donegal,Greencastle,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Seafood"
Wexford Cycle Routes,http://www.irishtrails.ie,+353(0)539123111,-6.464254124,52.34144976,Wexford,Wexford Town,Republic of Ireland,Cycling
Bayview Restaurant,https://www.facebook.com/BayviewInishmore,353868000000,-9.6688729,53.119329,Galway,,Ireland,"Food and Drink,Restaurant,Cafe,Seafood,Vegetarian"
Paul Maloney Pottery,http://www.paulmaloneypottery.com,+353(0)539120188,-6.538008,52.330326,Wexford,,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Rosapenna Golf Resort,http://www.rosapenna.ie,353749000000,-7.82461,55.185339,Donegal,Downings,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Valentia Island Ferries,,+353(0)669476141,-10.29079741,51.92509352,Kerry,Knightstown,Republic of Ireland,"Transport,Coach,Road"
Hurley's Bar,http://www.hurleysbar.com,353215000000,-8.5960343,51.6664665,Cork,Ballinspittle,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Oscar Wilde Guided Walking Tours,http://oscarwildetours-dublin.com/?utm_source=vdub,+353(0)857400109,-6.250624915,53.34193623,Dublin,,Ireland,"Walking,Activity Operator,Tour"
Little Green Dot-Craft Studio & Irish-Made Design Shop,http://littlegreendot.ie,353871000000,-8.8871894,51.6231963,Cork,Clonakilty,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Mayfield Birds of Prey Falconry,http://www.falconryinireland.com,+353(0)862134367,-7.31586,52.2877409,Waterford,Portlaw,Ireland,"Covid Safety Charter,Falconry,Nature and Wildlife,Activity Operator"
Yung's Restaurant,,+353(0)12842156,-6.129808,53.289714,Dublin,,Republic of Ireland,"Food and Drink,Restaurant"
"Belfast, Titanic & Giants Causeway - Wild Rover Tours",https://www.facebook.com/WildRoverDayToursIreland,+353(0)12845560,-6.260180784,53.34936062,Dublin,,Ireland,"Activity Operator,Tour"
Oxfam Books,http://www.oxfamireland.org,35316707022,-6.2674052,53.3447318,Dublin,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Inis Meáin Knitting Company,https://inismeain.ie,3539973009,-9.5832068,53.0879985,Galway,Aran Islands,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Athlone Marina,http://www.discoveringireland.com/athlone-marina/,353906000000,-7.9428832,53.4254944,Westmeath,Athlone,Ireland,"Marina,Venue"
Sláinte Ireland Tours,http://www.slainteirelandtours.ie,+353(0)9673311,-9.15472871,54.11830509,Mayo,Ballina,Ireland,"Activity Operator,Tour"
Blas Cafe,https://www.facebook.com/Blasatthegateway/,353750000000,-8.1140634,54.6561928,Donegal,,Ireland,"Food and Drink,Restaurant,Cafe"
Horse Racing Ireland,http://www.goracing.ie,+353(0)45455455,-6.82078,53.16337,Kildare,,Republic of Ireland,"Horse Riding,Equestrian,Race Course,Venue,Activity Operator"
Aran Bike Hire,http://www.aranbikehire.com,3539961132,-9.6654901,53.1193423,Galway,,Ireland,"Cycling,Activity Operator,Bike Rental"
Butlers Chocolate Café - Dublin Airport T1,http://www.butlerschocolates.com/,+353(0)18141480,-6.24471782,53.42746751,Dublin,Dublin Airport,Ireland,"Food and Drink,Restaurant,Cafe"
Lismore Area Walks,,+353(0)5854975,-7.932546,52.137045,Waterford,Lismore,Republic of Ireland,Walking
Glenafelly Eco Walk,http://www.coillteoutdoors.ie,,-7.679980283,53.06844752,Offaly,,Ireland,"Walking,Activity Operator,Forest Park,Park and Forest Walk"
Mahon Golf Course,http://www.mahongolfcourse.ie,353214000000,-8.4205578,51.8849911,Cork,Blackrock,Ireland,"Golf Course,Golf,Activity Operator"
Lahinch Golf Club Old Course,https://lahinchgolf.com,353657000000,-9.3536054,52.9401875,Clare,Lahinch,Ireland,"Golf Course,Covid Safety Charter,Golf,Activity Operator"
Tralee Golf Club,https://traleegolfclub.com/,353667000000,-9.8579,52.301299,Kerry,Ardfert,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Galway and Connemara Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,-6.253413,53.349708,Dublin,Dublin City Centre,Ireland,"Activity Operator,Tour"
Ballincollig Farmers' Market,https://www.facebook.com/thefarmersmarketballincollig,353864000000,-8.594319,51.88853,Cork,Ballincollig,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Ballybeg Loop,,,-6.480009038,52.67219813,Wexford,Gorey,Republic of Ireland,Walking
Ireland West Airport - Knock,http://www.irelandwestairport.com,+353(0)949368100,-8.810976,53.913704,Mayo,Charlestown,Republic of Ireland,"Covid Safety Charter,Transport,Coach,Road"
The Sussex,https://www.facebook.com/Sussexrestaurant,+353(0)16762851,-6.251695,53.331355,Dublin,Leeson Street,Republic of Ireland,"Food and Drink,Restaurant"
The Dublin Cookie Company,https://www.thedublincookieco.com,353834000000,-6.280804353,53.34288735,Dublin,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Fitzsimons Temple Bar,http://www.fitzsimonshotel.com/,+353(0)16779315,-6.265291,53.345582,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Skibbereen Sports Centre Ltd.,https://skibbsportscentre.ie/,+353(0)2822624,-9.260908,51.553491,Cork,Skibbereen,Republic of Ireland,"Fitness and Leisure,Venue"
Longford Farmers Market,https://www.facebook.com/pages/Longford-Farmers-Market/176587765783238,353866000000,-7.79961,53.725483,Longford,,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
ely winebar - Ely Place,http://www.elywinebar.ie/,+353(0)16768986,-6.254011,53.337928,Dublin,Dublin City Centre,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Falconry Kerry,http://falconrykerry.com,+353(0)871279745,-9.497557595,52.07949681,Kerry,Killarney,Ireland,"Falconry,Nature and Wildlife,Activity Operator"
Pedal Power Galway,http://www.pedalpowergalway.com,+353(0)876597617,-9.057768353,53.26997422,Galway,Galway City,Republic of Ireland,"Cycling,Activity Operator,Tour"
The Cellar Bar,http://www.thecellar.ie,35391563966,-9.0514681,53.2742418,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Walk Killarney & Kerry,https://killarney.ie/listing-category/walking,353647000000,-9.503653336,52.05889948,Kerry,Killarney,Republic of Ireland,"Climbing,Activity Operator,Walking"
Buswells Hotel Bar,http://www.buswells.ie/,+353(0)16146500,-6.25578,53.340756,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Stephen's Green Shopping Centre,https://www.stephensgreen.com,35314780888,-6.261967,53.3399822,Dublin,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
The Yellow Pepper Restaurant,https://www.yellowpepperrestaurant.com,353749000000,-7.7381448,54.948177,Donegal,Letterkenny,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Rabbie’s Small Group Tours,https://www.rabbies.com/en/ireland-tours,+353(0)1312263133,-6.255117758,53.34241872,Dublin,Dublin City,Ireland,"Activity Operator,Tour"
Ballyhoura - Attychraan Loop,http://visitballyhoura.com,+353(0)6391300,-8.226528958,52.29456795,Limerick,Kilbeheny,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Funtasia Bettystown,http://www.funtasia.ie,+353(0)419828301,-6.245195349,53.69908474,Meath,Bettystown,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Zip Lining,Activity Operator,Adventure Park,Casinos,Swimming Pool,Sports Venues,Cafe,Food and Drink"
Raven Point Centre,,+353(0)868608328,-6.464254124,52.34144976,Wexford,Wexford Town,Republic of Ireland,
Stepaside Golf Centre,http://www.stepasidegolfcentre.ie,35312953326,-6.20646,53.244513,Dublin,Kilternan,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Blanchardstown Shopping Centre,https://www.blanchardstowncentre.ie,35318219181,-6.3910117,53.3918686,Dublin,Blanchardstown,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Red Oak Restaurant,https://www.facebook.com/custard.cream.65,353878000000,-8.3010667,53.0663894,Galway,Portumna,Ireland,"Food and Drink,Restaurant"
PGA National Ireland West Coast Links Tour,https://www.slieverussell.ie/golf-west-coast-tour.php,353500000000,-7.5572701,54.0968993,Cavan,Ballyconnell,Ireland,"Golf Course,Golf,Activity Operator"
Photography Tours Ireland,http://photographytours.ie,35312544469,-6.260939,53.3437727,Dublin,Dublin,Ireland,"Photography,Learning,Activity Operator,Tour"
The Ardattin Inn,https://ardattininn.com/,353599000000,-6.7067205,52.7536065,Carlow,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Carlow International English Language School (CIELS),http://www.ciels.ie,353599000000,-6.914649,52.841773,Carlow,,Republic of Ireland,Learning
The Spa at Delphi Resort,https://www.delphiadventureresort.com/delphi-day-spa,3539542208,-9.7545328,53.622768,Galway,,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Activity Operator"
Musical Pub Crawl,https://www.musicalpubcrawl.com/,+353(0)14758345,-6.261713364,53.34538568,Dublin,,Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
